Date,Home team,Away team,Scored team,Player,Minute,Own goal,Penalty,Position,Player trait
30-11-2022,Australia,Denmark,Australia,Mathew Leckie,60,FALSE,FALSE,winger,attack
30-11-2022,Poland,Argentina,Argentina,Alexis Mac Allister,46,FALSE,FALSE,midfielder,attack
30-11-2022,Poland,Argentina,Argentina,Julián Álvarez,67,FALSE,FALSE,centre forward,attack
30-11-2022,Saudi Arabia,Mexico,Mexico,Henry Martín,47,FALSE,FALSE,centre forward,attack
30-11-2022,Saudi Arabia,Mexico,Mexico,Luis Chávez,52,FALSE,FALSE,midfielder,defence
30-11-2022,Saudi Arabia,Mexico,Saudi Arabia,Salem Al-Dawsari,90,FALSE,FALSE,winger,attack
30-11-2022,Tunisia,France,Tunisia,Wahbi Khazri,58,FALSE,FALSE,winger,attack
01-12-2022,Canada,Morocco,Morocco,Hakim Ziyech,4,FALSE,FALSE,winger,attack
01-12-2022,Canada,Morocco,Morocco,Youssef En-Nesyri,23,FALSE,FALSE,centre forward,attack
01-12-2022,Canada,Morocco,Canada,Nayef Aguerd,40,TRUE,FALSE,centre back,defence
01-12-2022,Costa Rica,Germany,Germany,Serge Gnabry,10,FALSE,FALSE,midfielder,attack
01-12-2022,Costa Rica,Germany,Costa Rica,Yeltsin Tejeda,58,FALSE,FALSE,midfielder,defence
01-12-2022,Costa Rica,Germany,Costa Rica,Juan Pablo Vargas,70,FALSE,FALSE,centre back,defence
01-12-2022,Costa Rica,Germany,Germany,Kai Havertz,73,FALSE,FALSE,centre forward,attack
01-12-2022,Costa Rica,Germany,Germany,Kai Havertz,85,FALSE,FALSE,centre forward,attack
01-12-2022,Costa Rica,Germany,Germany,Niclas Füllkrug,89,FALSE,FALSE,centre forward,attack
01-12-2022,Japan,Spain,Spain,Ãlvaro Morata,11,FALSE,FALSE,centre forward,attack
01-12-2022,Japan,Spain,Japan,Ritsu Doan,48,FALSE,FALSE,winger,attack
01-12-2022,Japan,Spain,Japan,Ao Tanaka,51,FALSE,FALSE,midfielder,defence
02-12-2022,Cameroon,Brazil,Cameroon,Vincent Aboubakar,90,FALSE,FALSE,centre forward,attack
02-12-2022,Ghana,Uruguay,Uruguay,Giorgian de Arrascaeta,26,FALSE,FALSE,midfielder,attack
02-12-2022,Ghana,Uruguay,Uruguay,Giorgian de Arrascaeta,32,FALSE,FALSE,midfielder,attack
02-12-2022,Serbia,Switzerland,Switzerland,Xherdan Shaqiri,20,FALSE,FALSE,midfielder,attack
02-12-2022,Serbia,Switzerland,Serbia,Aleksandar Mitrovi?,26,FALSE,FALSE,centre forward,attack
02-12-2022,Serbia,Switzerland,Serbia,Dušan Vlahovi?,35,FALSE,FALSE,centre forward,attack
02-12-2022,Serbia,Switzerland,Switzerland,Breel Embolo,44,FALSE,FALSE,centre forward,attack
02-12-2022,Serbia,Switzerland,Switzerland,Remo Freuler,48,FALSE,FALSE,midfielder,both
02-12-2022,South Korea,Portugal,Portugal,Ricardo Horta,5,FALSE,FALSE,winger,attack
02-12-2022,South Korea,Portugal,South Korea,Kim Young-gwon,27,FALSE,FALSE,centre back,defence
02-12-2022,South Korea,Portugal,South Korea,Hwang Hee-chan,90,FALSE,FALSE,forward,attack
03-12-2022,Argentina,Australia,Argentina,Lionel Messi,35,FALSE,FALSE,forward,attack
03-12-2022,Argentina,Australia,Argentina,Julián Álvarez,57,FALSE,FALSE,centre forward,attack
03-12-2022,Argentina,Australia,Australia,Enzo Fernández,77,TRUE,FALSE,midfielder,both
03-12-2022,Netherlands,United States,Netherlands,Memphis Depay,10,FALSE,FALSE,forward,attack
03-12-2022,Netherlands,United States,Netherlands,Daley Blind,45,FALSE,FALSE,full back,both
03-12-2022,Netherlands,United States,United States,Haji Wright,76,FALSE,FALSE,centre forward,attack
03-12-2022,Netherlands,United States,Netherlands,Denzel Dumfries,81,FALSE,FALSE,full back,both
04-12-2022,England,Senegal,England,Jordan Henderson,38,FALSE,FALSE,midfielder,defence
04-12-2022,England,Senegal,England,Harry Kane,45,FALSE,FALSE,centre forward,attack
04-12-2022,England,Senegal,England,Bukayo Saka,57,FALSE,FALSE,winger,attack
04-12-2022,France,Poland,France,Olivier Giroud,44,FALSE,FALSE,centre forward,attack
04-12-2022,France,Poland,France,Kylian Mbappe,74,FALSE,FALSE,forward,attack
04-12-2022,France,Poland,France,Kylian Mbappe,90,FALSE,FALSE,forward,attack
04-12-2022,France,Poland,Poland,Robert Lewandowski,90,FALSE,TRUE,centre forward,attack
05-12-2022,Brazil,South Korea,Brazil,Vinícius Júnior,7,FALSE,FALSE,winger,attack
05-12-2022,Brazil,South Korea,Brazil,Neymar,13,FALSE,TRUE,forward,attack
05-12-2022,Brazil,South Korea,Brazil,Richarlison,29,FALSE,FALSE,centre forward,attack
05-12-2022,Brazil,South Korea,Brazil,Lucas Paquetá,36,FALSE,FALSE,midfielder,attack
05-12-2022,Brazil,South Korea,South Korea,Paik Seung-ho,76,FALSE,FALSE,midfielder,both
05-12-2022,Japan,Croatia,Japan,Daizen Maeda,43,FALSE,FALSE,winger,attack
05-12-2022,Japan,Croatia,Croatia,Ivan Periši?,55,FALSE,FALSE,winger,attack
06-12-2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,17,FALSE,FALSE,centre forward,attack
06-12-2022,Portugal,Switzerland,Portugal,Pepe,33,FALSE,FALSE,centre back,defence
06-12-2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,51,FALSE,FALSE,centre forward,attack
06-12-2022,Portugal,Switzerland,Portugal,Raphaël Guerreiro,55,FALSE,FALSE,full back,both
06-12-2022,Portugal,Switzerland,Switzerland,Manuel Akanji,58,FALSE,FALSE,centre back,defence
06-12-2022,Portugal,Switzerland,Portugal,Gonçalo Ramos,67,FALSE,FALSE,centre forward,attack
06-12-2022,Portugal,Switzerland,Portugal,Rafael Leão,90,FALSE,FALSE,winger,attack
09-12-2022,Croatia,Brazil,Brazil,Neymar,105,FALSE,FALSE,forward,attack
09-12-2022,Croatia,Brazil,Croatia,Bruno Petkovi?,117,FALSE,FALSE,midfielder,attack
09-12-2022,Netherlands,Argentina,Argentina,Nahuel Molina,35,FALSE,FALSE,full back,both
09-12-2022,Netherlands,Argentina,Argentina,Lionel Messi,73,FALSE,TRUE,forward,attack
09-12-2022,Netherlands,Argentina,Netherlands,Wout Weghorst,83,FALSE,FALSE,centre forward,attack
09-12-2022,Netherlands,Argentina,Netherlands,Wout Weghorst,90,FALSE,FALSE,centre forward,attack
10-12-2022,England,France,France,Aurélien Tchouaméni,17,FALSE,FALSE,midfielder,defence
10-12-2022,England,France,England,Harry Kane,54,FALSE,TRUE,centre forward,attack
10-12-2022,England,France,France,Olivier Giroud,78,FALSE,FALSE,centre forward,attack
10-12-2022,Morocco,Portugal,Morocco,Youssef En-Nesyri,42,FALSE,FALSE,centre forward,attack
13-12-2022,Argentina,Croatia,Argentina,Lionel Messi,34,FALSE,TRUE,forward,attack
13-12-2022,Argentina,Croatia,Argentina,Julián Álvarez,39,FALSE,FALSE,centre forward,attack
13-12-2022,Argentina,Croatia,Argentina,Julián Álvarez,69,FALSE,FALSE,centre forward,attack
14-12-2022,France,Morocco,France,Theo Hernández,5,FALSE,FALSE,full back,attack
14-12-2022,France,Morocco,France,Randal Kolo Muani,79,FALSE,FALSE,centre forward,attack
17-12-2022,Croatia,Morocco,Croatia,Joško Gvardiol,7,FALSE,FALSE,centre back,defence
17-12-2022,Croatia,Morocco,Morocco,Achraf Dari,9,FALSE,FALSE,centre back,defence
17-12-2022,Croatia,Morocco,Croatia,Mislav Orši?,42,FALSE,FALSE,winger,attack
18-12-2022,Argentina,France,Argentina,Lionel Messi,23,FALSE,TRUE,forward,attack
18-12-2022,Argentina,France,Argentina,Ángel Di María,36,FALSE,FALSE,winger,attack
18-12-2022,Argentina,France,France,Kylian Mbappe,80,FALSE,TRUE,forward,attack
18-12-2022,Argentina,France,France,Kylian Mbappe,81,FALSE,FALSE,forward,attack
18-12-2022,Argentina,France,Argentina,Lionel Messi,109,FALSE,FALSE,forward,attack
18-12-2022,Argentina,France,France,Kylian Mbappe,118,FALSE,TRUE,forward,attack
